,version,group,PID,phase,block,condition,trial,chosen_trial,gain_left,stimulus_left,stimulus_right,painting_left,painting_right,rating_left,rating_right,left_chosen,chosen_obj,unchosen_obj,higher_outcome_chosen,rt,zscored_rt,delta_ratings,zcored_rating_left,zcored_rating_right,zscored_delta_ratings
8667,V1,d09142021,Ql1sb,final_decisions,1.0,1.0,27.0,0.0,1.0,3.0,66.0,Klib1n.jpg,Vinca1.jpg,64.0,58.0,0.0,66.0,3.0,0.0,1.844,3.1161770075446023,6.0,-0.002755039062796581,-0.3333597265984051,0.3306046875356085
8668,V1,d09142021,Ql1sb,final_decisions,1.0,0.0,28.0,1.0,1.0,53.0,57.0,Macc1n.jpg,Lassa1.jpg,69.0,74.0,1.0,53.0,57.0,1.0,1.205,0.8579796214059259,-5.0,0.2727488672168772,0.5482527734965509,-0.2755039062796737
8669,V1,d09142021,Ql1sb,final_decisions,1.0,0.0,29.0,0.0,1.0,64.0,30.0,Vincb1.jpg,Kraa1n.jpg,77.0,62.0,1.0,64.0,30.0,1.0,1.057,0.3349542487165293,15.0,0.7135551172643552,-0.11295660157466607,0.8265117188390212
8670,V1,d09142021,Ql1sb,final_decisions,1.0,0.0,30.0,1.0,1.0,42.0,57.0,Mackc1.jpg,Lassa1.jpg,46.0,74.0,1.0,42.0,57.0,1.0,0.9,-0.2198767209607352,-28.0,-0.994569101669622,0.5482527734965509,-1.5428218751661729
8671,V1,d09142021,Ql1sb,final_decisions,1.0,1.0,31.0,1.0,0.0,19.0,68.0,Picc1n.jpg,Mondb1.jpg,47.0,63.0,1.0,19.0,68.0,0.0,1.52,1.9711755159813296,-16.0,-0.9394683204136872,-0.05785582031873133,-0.8816125000949558
8672,V1,d09142021,Ql1sb,final_decisions,1.0,1.0,32.0,0.0,0.0,66.0,45.0,Vinca1.jpg,Lasc1n.jpg,58.0,65.0,1.0,66.0,45.0,0.0,1.557,2.1019318591536784,-7.0,-0.3333597265984051,0.052345742193138166,-0.3857054687915432
8673,V1,d09142021,Ql1sb,final_decisions,1.0,1.0,33.0,1.0,1.0,41.0,56.0,Picae1.jpg,Clib1n.jpg,65.0,58.0,1.0,41.0,56.0,1.0,0.9690000000000001,0.02396618927959117,7.0,0.052345742193138166,-0.3333597265984051,0.3857054687915432
8674,V1,d09142021,Ql1sb,final_decisions,1.0,0.0,34.0,1.0,0.0,60.0,53.0,Kupc1n.jpg,Macc1n.jpg,60.0,69.0,0.0,53.0,60.0,1.0,1.5859999999999999,2.2044165605590336,-9.0,-0.2231581640865356,0.2727488672168772,-0.4959070313034128
8675,V1,d09142021,Ql1sb,final_decisions,1.0,0.0,35.0,1.0,1.0,42.0,38.0,Mackc1.jpg,Krasa1.jpg,46.0,76.0,1.0,42.0,38.0,1.0,0.715,-0.8736584368224806,-30.0,-0.994569101669622,0.6584543360084204,-1.6530234376780424
8676,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,36.0,1.0,1.0,53.0,60.0,Macc1n.jpg,Kupc1n.jpg,69.0,60.0,1.0,53.0,60.0,1.0,1.335,1.3173938001195842,9.0,0.2727488672168772,-0.2231581640865356,0.4959070313034128
8677,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,37.0,0.0,1.0,55.0,30.0,Clia1n.jpg,Kraa1n.jpg,59.0,62.0,0.0,30.0,55.0,0.0,1.27,1.087686710762755,-3.0,-0.2782589453424703,-0.11295660157466607,-0.16530234376780426
8678,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,38.0,0.0,0.0,69.0,64.0,Picad1.jpg,Vincb1.jpg,62.0,77.0,0.0,64.0,69.0,1.0,1.347,1.3598012627700755,-15.0,-0.11295660157466607,0.7135551172643552,-0.8265117188390212
8679,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,39.0,1.0,0.0,21.0,68.0,Kupkc1.jpg,Mondb1.jpg,75.0,63.0,0.0,68.0,21.0,1.0,1.8869999999999998,3.268137082042197,12.0,0.6033535547524856,-0.05785582031873133,0.661209375071217
8680,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,40.0,1.0,1.0,42.0,60.0,Mackc1.jpg,Kupc1n.jpg,46.0,60.0,1.0,42.0,60.0,1.0,0.634,-1.1599088097132986,-14.0,-0.994569101669622,-0.2231581640865356,-0.7714109375830865
8681,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,41.0,1.0,1.0,1.0,57.0,Monda1.jpg,Lassa1.jpg,79.0,74.0,1.0,1.0,57.0,1.0,0.958,-0.014907318150026144,5.0,0.8237566797762247,0.5482527734965509,0.2755039062796738
8682,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,42.0,0.0,1.0,11.0,69.0,Clifa1.jpg,Picad1.jpg,69.0,62.0,1.0,11.0,69.0,1.0,1.345,1.3527333523283271,7.0,0.2727488672168772,-0.11295660157466607,0.3857054687915433
8683,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,43.0,0.0,1.0,3.0,16.0,Klib1n.jpg,Vincc1.jpg,64.0,65.0,0.0,16.0,3.0,0.0,1.115,0.5399236515272388,-1.0,-0.002755039062796581,0.052345742193138166,-0.05510078125593475
8684,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,44.0,1.0,0.0,21.0,65.0,Kupkc1.jpg,Roha1n.jpg,75.0,66.0,0.0,65.0,21.0,1.0,0.998,0.12645089068494592,9.0,0.6033535547524856,0.10744652344907292,0.4959070313034128
8685,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,45.0,1.0,1.0,41.0,56.0,Picae1.jpg,Clib1n.jpg,65.0,58.0,1.0,41.0,56.0,1.0,1.264,1.0664829794375092,7.0,0.052345742193138166,-0.3333597265984051,0.3857054687915432
8686,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,46.0,1.0,0.0,38.0,1.0,Krasa1.jpg,Monda1.jpg,76.0,79.0,0.0,1.0,38.0,1.0,0.723,-0.8453867950554861,-3.0,0.6584543360084204,0.8237566797762247,-0.16530234376780428
8687,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,47.0,0.0,1.0,3.0,32.0,Klib1n.jpg,Kupkb1.jpg,64.0,75.0,0.0,32.0,3.0,0.0,1.1059999999999999,0.5081180545393704,-11.0,-0.002755039062796581,0.6033535547524856,-0.6061085938152823
8688,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,48.0,0.0,1.0,52.0,66.0,Dekoa1.jpg,Vinca1.jpg,71.0,58.0,0.0,66.0,52.0,0.0,0.9520000000000001,-0.03611104947527195,13.0,0.38295042972874666,-0.3333597265984051,0.7163101563271517
8689,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,49.0,0.0,0.0,58.0,64.0,Klinc1.jpg,Vincb1.jpg,47.0,77.0,0.0,64.0,58.0,1.0,0.894,-0.24108045228598105,-30.0,-0.9394683204136872,0.7135551172643552,-1.6530234376780424
8690,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,50.0,0.0,1.0,11.0,30.0,Clifa1.jpg,Kraa1n.jpg,69.0,62.0,0.0,30.0,11.0,0.0,0.7140000000000001,-0.8771923920433549,7.0,0.2727488672168772,-0.11295660157466607,0.3857054687915433
8691,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,51.0,0.0,0.0,66.0,45.0,Vinca1.jpg,Lasc1n.jpg,58.0,65.0,1.0,66.0,45.0,0.0,0.985,0.08050947281358,-7.0,-0.3333597265984051,0.052345742193138166,-0.3857054687915432
8692,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,52.0,1.0,1.0,65.0,56.0,Roha1n.jpg,Clib1n.jpg,66.0,58.0,1.0,65.0,56.0,1.0,0.8959999999999999,-0.2340125418442324,8.0,0.10744652344907292,-0.3333597265984051,0.4408062500474779
8693,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,53.0,1.0,0.0,57.0,53.0,Lassa1.jpg,Macc1n.jpg,74.0,69.0,0.0,53.0,57.0,1.0,0.8079999999999999,-0.5450006012811706,5.0,0.5482527734965509,0.2727488672168772,0.2755039062796737
8694,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,54.0,0.0,0.0,58.0,55.0,Klinc1.jpg,Clia1n.jpg,47.0,59.0,0.0,55.0,58.0,1.0,0.973,0.038102010163088375,-12.0,-0.9394683204136872,-0.2782589453424703,-0.661209375071217
8695,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,55.0,0.0,1.0,45.0,16.0,Lasc1n.jpg,Vincc1.jpg,65.0,65.0,,,,,,,0.0,0.052345742193138166,0.052345742193138166,0.0
8696,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,56.0,0.0,0.0,30.0,64.0,Kraa1n.jpg,Vincb1.jpg,62.0,77.0,0.0,64.0,30.0,1.0,0.9620000000000001,-0.0007714972665289381,-15.0,-0.11295660157466607,0.7135551172643552,-0.8265117188390212
8697,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,57.0,1.0,0.0,38.0,42.0,Krasa1.jpg,Mackc1.jpg,76.0,46.0,0.0,42.0,38.0,1.0,0.812,-0.5308647803976734,30.0,0.6584543360084204,-0.994569101669622,1.6530234376780424
8698,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,58.0,1.0,1.0,65.0,19.0,Roha1n.jpg,Picc1n.jpg,66.0,47.0,1.0,65.0,19.0,1.0,0.897,-0.2304785866233581,19.0,0.10744652344907292,-0.9394683204136872,1.0469148438627602
8699,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,59.0,1.0,1.0,53.0,38.0,Macc1n.jpg,Krasa1.jpg,69.0,76.0,1.0,53.0,38.0,1.0,0.711,-0.8877942577059778,-7.0,0.2727488672168772,0.6584543360084204,-0.3857054687915432
8700,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,60.0,1.0,0.0,21.0,41.0,Kupkc1.jpg,Picae1.jpg,75.0,65.0,0.0,41.0,21.0,1.0,1.1079999999999999,0.515185964981119,10.0,0.6033535547524856,0.052345742193138166,0.5510078125593475
8701,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,61.0,0.0,0.0,32.0,52.0,Kupkb1.jpg,Dekoa1.jpg,75.0,71.0,1.0,32.0,52.0,0.0,0.779,-0.6474853026865253,4.0,0.6033535547524856,0.38295042972874666,0.22040312502373896
8702,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,62.0,0.0,0.0,16.0,52.0,Vincc1.jpg,Dekoa1.jpg,65.0,71.0,0.0,52.0,16.0,1.0,0.603,-1.269461421560402,-6.0,0.052345742193138166,0.38295042972874666,-0.33060468753560845
8703,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,63.0,0.0,1.0,11.0,58.0,Clifa1.jpg,Klinc1.jpg,69.0,47.0,1.0,11.0,58.0,1.0,0.7909999999999999,-0.6050778400360337,22.0,0.2727488672168772,-0.9394683204136872,1.2122171876305643
8704,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,64.0,1.0,1.0,68.0,19.0,Mondb1.jpg,Picc1n.jpg,63.0,47.0,1.0,68.0,19.0,1.0,0.894,-0.24108045228598105,16.0,-0.05785582031873133,-0.9394683204136872,0.8816125000949558
8705,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,65.0,1.0,1.0,42.0,57.0,Mackc1.jpg,Lassa1.jpg,46.0,74.0,1.0,42.0,57.0,1.0,0.6890000000000001,-0.9655412725652124,-28.0,-0.994569101669622,0.5482527734965509,-1.5428218751661729
8706,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,66.0,0.0,1.0,45.0,32.0,Lasc1n.jpg,Kupkb1.jpg,65.0,75.0,0.0,32.0,45.0,0.0,0.7490000000000001,-0.7535039593127543,-10.0,0.052345742193138166,0.6033535547524856,-0.5510078125593475
8707,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,67.0,1.0,0.0,19.0,41.0,Picc1n.jpg,Picae1.jpg,47.0,65.0,0.0,41.0,19.0,1.0,0.996,0.1193829802431973,-18.0,-0.9394683204136872,0.052345742193138166,-0.9918140626068256
8708,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,68.0,0.0,1.0,55.0,69.0,Clia1n.jpg,Picad1.jpg,59.0,62.0,1.0,55.0,69.0,1.0,1.248,1.0099396959035205,-3.0,-0.2782589453424703,-0.11295660157466607,-0.16530234376780426
8709,V1,d09142021,Ql1sb,final_decisions,2.0,0.0,69.0,1.0,0.0,60.0,1.0,Kupc1n.jpg,Monda1.jpg,60.0,79.0,0.0,1.0,60.0,1.0,0.758,-0.7216983623248856,-19.0,-0.2231581640865356,0.8237566797762247,-1.0469148438627602
8710,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,70.0,1.0,1.0,68.0,56.0,Mondb1.jpg,Clib1n.jpg,63.0,58.0,1.0,68.0,56.0,1.0,1.7530000000000001,2.7945870824450405,5.0,-0.05785582031873133,-0.3333597265984051,0.2755039062796737
8711,V1,d09142021,Ql1sb,final_decisions,2.0,1.0,71.0,0.0,0.0,66.0,3.0,Vinca1.jpg,Klib1n.jpg,58.0,64.0,1.0,66.0,3.0,0.0,1.141,0.6318064872699706,-6.0,-0.3333597265984051,-0.002755039062796581,-0.3306046875356085
8712,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,72.0,1.0,0.0,60.0,53.0,Kupc1n.jpg,Macc1n.jpg,60.0,69.0,0.0,53.0,60.0,1.0,0.927,-0.12445992999712907,-9.0,-0.2231581640865356,0.2727488672168772,-0.4959070313034128
8713,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,73.0,1.0,0.0,56.0,68.0,Clib1n.jpg,Mondb1.jpg,58.0,63.0,0.0,68.0,56.0,1.0,1.0290000000000001,0.23600350253204885,-5.0,-0.3333597265984051,-0.05785582031873133,-0.2755039062796737
8714,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,74.0,0.0,1.0,45.0,32.0,Lasc1n.jpg,Kupkb1.jpg,65.0,75.0,0.0,32.0,45.0,0.0,0.816,-0.5167289595141765,-10.0,0.052345742193138166,0.6033535547524856,-0.5510078125593475
8715,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,75.0,0.0,1.0,55.0,69.0,Clia1n.jpg,Picad1.jpg,59.0,62.0,1.0,55.0,69.0,1.0,0.922,-0.14212970610150058,-3.0,-0.2782589453424703,-0.11295660157466607,-0.16530234376780426
8716,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,76.0,1.0,1.0,53.0,57.0,Macc1n.jpg,Lassa1.jpg,69.0,74.0,1.0,53.0,57.0,1.0,0.642,-1.1316371679463042,-5.0,0.2727488672168772,0.5482527734965509,-0.2755039062796737
8717,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,77.0,0.0,1.0,45.0,16.0,Lasc1n.jpg,Vincc1.jpg,65.0,65.0,0.0,16.0,45.0,0.0,0.65,-1.1033655261793098,0.0,0.052345742193138166,0.052345742193138166,0.0
8718,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,78.0,1.0,0.0,38.0,53.0,Krasa1.jpg,Macc1n.jpg,76.0,69.0,0.0,53.0,38.0,1.0,0.733,-0.8100472428467431,7.0,0.6584543360084204,0.2727488672168772,0.3857054687915432
8719,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,79.0,1.0,0.0,60.0,42.0,Kupc1n.jpg,Mackc1.jpg,60.0,46.0,0.0,42.0,60.0,1.0,0.8740000000000001,-0.31175955670346706,14.0,-0.2231581640865356,-0.994569101669622,0.7714109375830865
8720,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,80.0,0.0,0.0,66.0,52.0,Vinca1.jpg,Dekoa1.jpg,58.0,71.0,1.0,66.0,52.0,0.0,0.682,-0.990278959111332,-13.0,-0.3333597265984051,0.38295042972874666,-0.7163101563271517
8721,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,81.0,1.0,1.0,65.0,19.0,Roha1n.jpg,Picc1n.jpg,66.0,47.0,1.0,65.0,19.0,1.0,0.852,-0.3895065715627017,19.0,0.10744652344907292,-0.9394683204136872,1.0469148438627602
8722,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,82.0,0.0,1.0,45.0,66.0,Lasc1n.jpg,Vinca1.jpg,65.0,58.0,0.0,66.0,45.0,0.0,0.6759999999999999,-1.011482690436578,7.0,0.052345742193138166,-0.3333597265984051,0.3857054687915432
8723,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,83.0,0.0,0.0,30.0,11.0,Kraa1n.jpg,Clifa1.jpg,62.0,69.0,1.0,30.0,11.0,0.0,0.9359999999999999,-0.09265433300926038,-7.0,-0.11295660157466607,0.2727488672168772,-0.3857054687915433
8724,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,84.0,0.0,0.0,69.0,64.0,Picad1.jpg,Vincb1.jpg,62.0,77.0,0.0,64.0,69.0,1.0,0.68,-0.9973468695530808,-15.0,-0.11295660157466607,0.7135551172643552,-0.8265117188390212
8725,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,85.0,1.0,1.0,42.0,38.0,Mackc1.jpg,Krasa1.jpg,46.0,76.0,1.0,42.0,38.0,1.0,0.5710000000000001,-1.3825479886283796,-30.0,-0.994569101669622,0.6584543360084204,-1.6530234376780424
8726,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,86.0,0.0,0.0,66.0,3.0,Vinca1.jpg,Klib1n.jpg,58.0,64.0,1.0,66.0,3.0,0.0,0.8959999999999999,-0.2340125418442324,-6.0,-0.3333597265984051,-0.002755039062796581,-0.3306046875356085
8727,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,87.0,1.0,0.0,21.0,65.0,Kupkc1.jpg,Roha1n.jpg,75.0,66.0,0.0,65.0,21.0,1.0,0.9990000000000001,0.1299848459058202,9.0,0.6033535547524856,0.10744652344907292,0.4959070313034128
8728,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,88.0,0.0,1.0,3.0,32.0,Klib1n.jpg,Kupkb1.jpg,64.0,75.0,0.0,32.0,3.0,0.0,1.115,0.5399236515272388,-11.0,-0.002755039062796581,0.6033535547524856,-0.6061085938152823
8729,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,89.0,0.0,0.0,58.0,11.0,Klinc1.jpg,Clifa1.jpg,47.0,69.0,0.0,11.0,58.0,1.0,0.8029999999999999,-0.562670377385542,-22.0,-0.9394683204136872,0.2727488672168772,-1.2122171876305643
8730,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,90.0,0.0,1.0,52.0,16.0,Dekoa1.jpg,Vincc1.jpg,71.0,65.0,0.0,16.0,52.0,0.0,0.932,-0.10679015389275756,6.0,0.38295042972874666,0.052345742193138166,0.33060468753560845
8731,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,91.0,1.0,1.0,42.0,57.0,Mackc1.jpg,Lassa1.jpg,46.0,74.0,1.0,42.0,57.0,1.0,0.654,-1.0892297052958124,-28.0,-0.994569101669622,0.5482527734965509,-1.5428218751661729
8732,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,92.0,1.0,1.0,41.0,19.0,Picae1.jpg,Picc1n.jpg,65.0,47.0,1.0,41.0,19.0,1.0,0.84,-0.4319140342131933,18.0,0.052345742193138166,-0.9394683204136872,0.9918140626068256
8733,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,93.0,0.0,0.0,58.0,55.0,Klinc1.jpg,Clia1n.jpg,47.0,59.0,0.0,55.0,58.0,1.0,0.698,-0.9337356755773436,-12.0,-0.9394683204136872,-0.2782589453424703,-0.661209375071217
8734,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,94.0,0.0,1.0,64.0,58.0,Vincb1.jpg,Klinc1.jpg,77.0,47.0,1.0,64.0,58.0,1.0,0.611,-1.2411897797934075,30.0,0.7135551172643552,-0.9394683204136872,1.6530234376780424
8735,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,95.0,0.0,1.0,11.0,69.0,Clifa1.jpg,Picad1.jpg,69.0,62.0,1.0,11.0,69.0,1.0,0.696,-0.9408035860190924,7.0,0.2727488672168772,-0.11295660157466607,0.3857054687915433
8736,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,96.0,1.0,1.0,1.0,38.0,Monda1.jpg,Krasa1.jpg,79.0,76.0,1.0,1.0,38.0,1.0,0.85,-0.3965744820044503,3.0,0.8237566797762247,0.6584543360084204,0.16530234376780428
8737,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,97.0,0.0,0.0,32.0,52.0,Kupkb1.jpg,Dekoa1.jpg,75.0,71.0,0.0,52.0,32.0,1.0,0.885,-0.2728860492738497,4.0,0.6033535547524856,0.38295042972874666,0.22040312502373896
8738,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,98.0,1.0,1.0,41.0,21.0,Picae1.jpg,Kupkc1.jpg,65.0,75.0,1.0,41.0,21.0,1.0,0.8320000000000001,-0.4601856759801877,-10.0,0.052345742193138166,0.6033535547524856,-0.5510078125593475
8739,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,99.0,1.0,0.0,60.0,1.0,Kupc1n.jpg,Monda1.jpg,60.0,79.0,0.0,1.0,60.0,1.0,1.006,0.15472253245194031,-19.0,-0.2231581640865356,0.8237566797762247,-1.0469148438627602
8740,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,100.0,0.0,0.0,16.0,3.0,Vincc1.jpg,Klib1n.jpg,65.0,64.0,,,,,,,1.0,0.052345742193138166,-0.002755039062796581,0.05510078125593475
8741,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,101.0,0.0,1.0,64.0,30.0,Vincb1.jpg,Kraa1n.jpg,77.0,62.0,1.0,64.0,30.0,1.0,0.5479999999999999,-1.463828958708488,15.0,0.7135551172643552,-0.11295660157466607,0.8265117188390212
8742,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,102.0,1.0,1.0,68.0,21.0,Mondb1.jpg,Kupkc1.jpg,63.0,75.0,1.0,68.0,21.0,1.0,0.991,0.1017132041388258,-12.0,-0.05785582031873133,0.6033535547524856,-0.661209375071217
8743,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,103.0,0.0,1.0,55.0,30.0,Clia1n.jpg,Kraa1n.jpg,59.0,62.0,1.0,55.0,30.0,1.0,1.061,0.3490900696000265,-3.0,-0.2782589453424703,-0.11295660157466607,-0.16530234376780426
8744,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,104.0,1.0,0.0,56.0,41.0,Clib1n.jpg,Picae1.jpg,58.0,65.0,1.0,56.0,41.0,0.0,0.818,-0.5096610490724279,-7.0,-0.3333597265984051,0.052345742193138166,-0.3857054687915432
8745,V1,d09142021,Ql1sb,final_decisions,3.0,0.0,105.0,1.0,1.0,1.0,57.0,Monda1.jpg,Lassa1.jpg,79.0,74.0,1.0,1.0,57.0,1.0,0.862,-0.3541670193539587,5.0,0.8237566797762247,0.5482527734965509,0.2755039062796738
8746,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,106.0,1.0,0.0,56.0,65.0,Clib1n.jpg,Roha1n.jpg,58.0,66.0,0.0,65.0,56.0,1.0,0.7490000000000001,-0.7535039593127543,-8.0,-0.3333597265984051,0.10744652344907292,-0.4408062500474779
8747,V1,d09142021,Ql1sb,final_decisions,3.0,1.0,107.0,1.0,1.0,68.0,19.0,Mondb1.jpg,Picc1n.jpg,63.0,47.0,1.0,68.0,19.0,1.0,0.693,-0.9514054516817152,16.0,-0.05785582031873133,-0.9394683204136872,0.8816125000949558
8748,V1,d09142021,Ql1sb,final_decisions,4.0,0.0,108.0,0.0,0.0,69.0,55.0,Picad1.jpg,Clia1n.jpg,62.0,59.0,0.0,55.0,69.0,1.0,0.932,-0.10679015389275756,3.0,-0.11295660157466607,-0.2782589453424703,0.16530234376780426
8749,V1,d09142021,Ql1sb,final_decisions,4.0,1.0,109.0,1.0,1.0,41.0,56.0,Picae1.jpg,Clib1n.jpg,65.0,58.0,1.0,41.0,56.0,1.0,0.753,-0.7393681384292571,7.0,0.052345742193138166,-0.3333597265984051,0.3857054687915432
8750,V1,d09142021,Ql1sb,final_decisions,4.0,1.0,110.0,0.0,1.0,45.0,32.0,Lasc1n.jpg,Kupkb1.jpg,65.0,75.0,0.0,32.0,45.0,0.0,0.8079999999999999,-0.5450006012811706,-10.0,0.052345742193138166,0.6033535547524856,-0.5510078125593475
8751,V1,d09142021,Ql1sb,final_decisions,4.0,0.0,111.0,0.0,1.0,11.0,30.0,Clifa1.jpg,Kraa1n.jpg,69.0,62.0,1.0,11.0,30.0,1.0,0.753,-0.7393681384292571,7.0,0.2727488672168772,-0.11295660157466607,0.3857054687915433
8752,V1,d09142021,Ql1sb,final_decisions,4.0,1.0,112.0,0.0,0.0,32.0,3.0,Kupkb1.jpg,Klib1n.jpg,75.0,64.0,1.0,32.0,3.0,0.0,0.898,-0.22694463140248386,11.0,0.6033535547524856,-0.002755039062796581,0.6061085938152823
8753,V1,d09142021,Ql1sb,final_decisions,4.0,1.0,113.0,0.0,1.0,52.0,16.0,Dekoa1.jpg,Vincc1.jpg,71.0,65.0,1.0,52.0,16.0,1.0,1.058,0.33848820393740403,6.0,0.38295042972874666,0.052345742193138166,0.33060468753560845
8754,V1,d09142021,Ql1sb,final_decisions,4.0,0.0,114.0,0.0,1.0,64.0,69.0,Vincb1.jpg,Picad1.jpg,77.0,62.0,1.0,64.0,69.0,1.0,0.687,-0.9726091830069606,15.0,0.7135551172643552,-0.11295660157466607,0.8265117188390212
8755,V1,d09142021,Ql1sb,final_decisions,4.0,0.0,115.0,1.0,1.0,42.0,38.0,Mackc1.jpg,Krasa1.jpg,46.0,76.0,1.0,42.0,38.0,1.0,0.657,-1.0786278396331896,-30.0,-0.994569101669622,0.6584543360084204,-1.6530234376780424
8756,V1,d09142021,Ql1sb,final_decisions,4.0,1.0,116.0,1.0,0.0,56.0,68.0,Clib1n.jpg,Mondb1.jpg,58.0,63.0,0.0,68.0,56.0,1.0,0.914,-0.17040134786849498,-5.0,-0.3333597265984051,-0.05785582031873133,-0.2755039062796737
8757,V1,d09142021,Ql1sb,final_decisions,4.0,0.0,117.0,1.0,1.0,53.0,57.0,Macc1n.jpg,Lassa1.jpg,69.0,74.0,1.0,53.0,57.0,1.0,0.662,-1.060958063528818,-5.0,0.2727488672168772,0.5482527734965509,-0.2755039062796737
8758,V1,d09142021,Ql1sb,final_decisions,4.0,0.0,118.0,1.0,0.0,57.0,42.0,Lassa1.jpg,Mackc1.jpg,74.0,46.0,0.0,42.0,57.0,1.0,0.695,-0.9443375412399666,28.0,0.5482527734965509,-0.994569101669622,1.5428218751661729
8759,V1,d09142021,Ql1sb,final_decisions,4.0,1.0,119.0,1.0,0.0,19.0,41.0,Picc1n.jpg,Picae1.jpg,47.0,65.0,0.0,41.0,19.0,1.0,0.9079999999999999,-0.1916050791937408,-18.0,-0.9394683204136872,0.052345742193138166,-0.9918140626068256
8760,V1,d09142021,Ql1sb,final_decisions,4.0,0.0,120.0,0.0,0.0,58.0,11.0,Klinc1.jpg,Clifa1.jpg,47.0,69.0,0.0,11.0,58.0,1.0,0.917,-0.1597994822058721,-22.0,-0.9394683204136872,0.2727488672168772,-1.2122171876305643
8761,V1,d09142021,Ql1sb,final_decisions,4.0,1.0,121.0,0.0,0.0,32.0,52.0,Kupkb1.jpg,Dekoa1.jpg,75.0,71.0,1.0,32.0,52.0,0.0,0.8959999999999999,-0.2340125418442324,4.0,0.6033535547524856,0.38295042972874666,0.22040312502373896
8762,V1,d09142021,Ql1sb,final_decisions,4.0,1.0,122.0,1.0,0.0,21.0,65.0,Kupkc1.jpg,Roha1n.jpg,75.0,66.0,0.0,65.0,21.0,1.0,1.061,0.3490900696000265,9.0,0.6033535547524856,0.10744652344907292,0.4959070313034128
