PID,age,art_experience,art_time_spent,clear_instructions,dominant_hand,fluency,gender,native_language,strategy_FD,strategy_deliberation,strategy_interference,strategy_unchosen,Exp
hXAw3,19,Enthusiast,0,"No, everything was very clear.",Right,4,Female,Yes,"No, I just tried to my best to remember what had gained or lost and figured out those which I did not get to see the results for.","I just tried to trust my eye. Despite liking art, I don't really understand what is good or bad.",No,I tried to remember if the painting they were paired with were shown to me and whether those who gained or lost. If they had lost then this painting must have gained and vice versa. If I didn't even remember the pair painting then I just tried to remember whether I picked it previously or not.,Exp1
hYewb,21,Enthusiast,2,No.,Left,4,Female,Yes,Not really just tried to use past experience from earlier.,Picked the more striking painting to me and hoped for the best.,Picked painting I knew were more expensive.,I just picked what I liked.,Exp1
hfziq,33,Novice,0,No.,Right,4,Female,Yes,I chose paintings based on gain very no gain.,I just went by what I feel others may agree on. I tried to be as objective as possible.,I just chose what I remembered which painting gained or not gained.,I based it on similarities to other paintings and how they were chosen for auction.,Exp1
i5bPU,35,Novice,0,I did not get the recombined part.,Left,4,Male,Yes,No strategy.,No strategy. Just preference.,No.,I chose the ones that I liked.,Exp1
i7f2f,28,Novice,1,no,Right,4,Male,Yes,quality of painting compared,quality,same strategy,no gain as they were no included,Exp1
iLJVn,29,Enthusiast,10,no but this is a really long study and I found it very hard to stay focused toward the end,Right,4,Female,Yes,I chose what I llike,o,no,I chose what I like,Exp1
iabfX,33,Enthusiast,5,Nothing was unclear but I felt the 2.5 second time refrain was far too restrictive and assumed I was inactive when certain pairings were difficult to choose between.,Right,4,Male,No,"I kept in mind which ones had no gain and chose the opposite of those in the event they were engaged in the pairing. In the event a known gain was present, I typically chose that gain.","I tried to go based off my knowledge of famous work and pieces that hold more general affection by society. So if an artwork looked similar to something by a known artist I assumed it would be received similarly, etc.",Same strategy just more weighing pros and cons and trying to adjust to known results and unknown obstacles.,"I used comparative logic to the prior works that were gains and no gains based on political presentation, art style, and colour schemes.",Exp1
idMjZ,27,Enthusiast,1,No,Right,4,Female,Yes,I thought back to the art history class I took in college.,Not really,"Yes, I went with what I liked","I tended to go with the ones I liked better. It might not be the best way, but I would rather sell what I like then something that I don't",Exp1
isFoJ,21,Novice,0,The instructions were clear.,Left,4,Male,Yes,The strategy I used for the final decision was if the painting looked appealing. I was guessing if the painting would appeal to a larger audience.,I picked paintings that looked appealing to me and had unique features.,I used the same strategy as the first which was finding paintings that had unique qualities. ,I went with a gut feeling. If I liked the painting than it would likely get a gain.,Exp1
itC8i,27,Novice,1,no,Right,4,Female,Yes,no,I just picked what I liked more,no,I kind of guessed,Exp1
jUXsK,21,Novice,1,No,Right,4,Male,Yes,"No, I just tried to use my memory.",No,No,I guessed on most as I could not remember the pairings very well.,Exp1
jjmyJ,34,Novice,1,I don't think so.,Right,4,Female,Yes,"not really, I just tried to remember to the best of my ability.",I just went with the ones I liked best,I just tried to use my memory the best I could.,went with a gut feeling that was probably wrong,Exp1
jzXLc,28,Novice,4,no,Right,4,Female,Yes,no,no,no,educated guess,Exp1
kBP4U,26,Enthusiast,7,nope\n,Right,4,Male,Yes,nope,nope\n,nah\n,educated guess ,Exp1
kH0IJ,30,Novice,0,"No, everything I read I understood without any error",Right,4,Male,Yes,Saying stuff out loud helped me a little with the memory questions,"No, no real type of strategy or anything. I just went with what I would lean towards buying if I was to actually be at the auction myself and what I thought would've been more expensive.",I tried to remember the paintings from the first auction so I had a general idea of what to pick if I saw a painting I already recognized ,I didn't really have any real deciding factor or anything to help with this decision,Exp1
kQ2VE,33,Novice,0,There wasn't any instructions that I found unclear.,Right,4,Female,Yes,I just tried to memorize as much as possible.,I just chose the painting I liked the most or that I thought others would like.,I used the same strategy as the the first auction. ,I would guess at times.,Exp1
kTjzD,28,Enthusiast,0,n/a,Right,4,Male,Yes,I simply used intuition.,I simply used intuition.,I simply used intuition.,I simply chose the painting which I personally enjoyed.,Exp1
kUTRd,28,Artist,10,Everything was clear and made sense.,Right,4,Female,Yes,I mostly relied on what image drew my eyes to the painting most quickly.,"Went with the image that attracted my eyes first, but then I tried examining them closer and finding things that were interesting and unique about the pieces.",I pretty much did the same thing as the first auction.,"I mostly marked \no gain\ with a mostly unsure guess because I genuinely did not know, so I tried to be consistent with that.",Exp1
kaCem,26,Novice,5,nope,Right,4,Male,Yes,"I didn't use any strategy, just tried my best to pick what I'd want.","Nope, no strategy.",nope,I just went with my gut.,Exp1
khObZ,32,Novice,1,Not really.,Right,4,Male,Yes,"Other than gut feeling, nothing really.",Only personal preference and how similar they were to paintings I had seen in the past.,No significant change.,If they were similar to other paintings whose outcome I knew beforehand.,Exp1
knUZq,35,Novice,0,Everything was clear.,Right,4,Female,Yes,No specific type of strategy was used.,"No, I did not",If they had a similar type of style to the paintings that had gains or loses from the first auction.,If they looked to be a similar style to the paintings that had gains or loses.,Exp1
kucEN,33,Novice,0,No,Left,4,Female,Yes,No,No,No,I just chose which one I liked better.,Exp1
l6Cbt,28,Artist,4,"There wasn't anything I found unclear, but using D and K instead of F and J was really uncomfortable. ",Right,4,Female,Yes,"I don't believe I had any sort of strategy, but I may have been working at a pattern that I didn't actively recognize. ","I wouldn't call it a strategy, but I genuinely tried to determine factors about the paintings that may have been related to their value. ",I don't believe I did. ,"To my best recollection, I basically just guessed based on the appearance of the paintings. ",Exp1
l6WpQ,35,Enthusiast,1,n/a,Right,2,Male,Yes,no,no,no,randomly,Exp1
lY08i,31,Novice,0,No,Right,4,Female,Yes,No,No,No,By which I liked better,Exp1
lglAE,35,Novice,1,no,Right,4,Female,Yes,No,no,no,Colors and how they made me feel.,Exp1
m7HTM,30,Novice,0,Nothing was unclear.,Right,4,Male,Yes,I went with my gut about which one was more appealing when unsure.,I decided based on personal taste.,I decided based on how I personally reacted to the painting.,I decided based on personal aesthetic preference.,Exp1
mJ6Eg,27,Novice,1,none,Right,3,Female,No,none,none,none,just memory,Exp1
mKuBv,34,Enthusiast,10,No,Right,4,Female,Yes,No,No,No,I chose the one I thought more people would like/buy.,Exp1
mRarI,31,Novice,0,no,Right,4,Male,Yes,no,no just visual,used information from the first part to inform my choices,one i liked more,Exp1
mSSwt,25,Novice,1,no all clear,Right,4,Female,Yes,no just recall,nope whichever is pretty,nope,i guessed,Exp1
nHeDQ,33,Enthusiast,.5,No.,Right,4,Male,Yes,I just went with my gut.,I just picked what I thought was more interesting.,I picked the more interesting looking option.,I chose ones that were similar to paintings that did well.,Exp1
nPkEf,22,Enthusiast,3,Nope,Left,4,Male,Yes,Nah,Nah,Nah,On quality,Exp1
nmVkL,30,Enthusiast,2,None,Left,4,Male,Yes,"Honestly no, tried to use rote memory.",Not in particular.,"Other than rote memory, no.",I tried to guess based on similarity of paintings that I was shown the outcomes of.,Exp1
nowk8,26,Enthusiast,2,,Right,4,Male,Yes,"I tried to think about contemporary art, and how much people like either really simple art of complex art that makes little sense. I also thought about what art style sells the highest.",I chose the one I liked more for the first auction.,I chose the one that looked like it had the most gain.,I just chose the one that I personally liked more.,Exp1
ny1bP,34,Novice,5,No,Right,4,Female,Yes,Recalling which paintings profited ,Personal feelings mostly.,A mix of personal preference and which were favored by others,Some were against ones with no gain,Exp1
o4rl9,22,Novice,1,no,Right,4,Male,Yes,"No, not at all",I thought the most realistic ones were more expensive,no\n,I tried to compare them with ones I did get right and if they weren't in the pair that wasn't right I would base my decision upon that,Exp1
oCeng,29,Novice,0,N/A,Right,4,Male,Yes,"I just tried to remember pairs and assumed that if one option in a pair was profitable, the other wasn't.","No, it was all gut feeling for the most part.",Tried to maximize profit based on the information I knew.,I guessed and then tried to be consistent going forward once I made my guess.,Exp1
oLNv5,27,Enthusiast,2,No not at all,Right,4,Male,Yes,"Sticking with my intitial gut instinct. If I like it, there's a good chance someone else will too.",Nope. Just went with. my favorites,Nope. Just went with my favorites,"I just again went with. my gut, or if I recognized the same subject in a piece that I knew was worth more in another piece, then I selected that one",Exp1
oVx6x,35,Novice,1,no,Right,4,Female,Yes,no,my liking,no,an eye for color,Exp1
ofIKF,24,Novice,1,No.,Right,4,Female,Yes,Just used memory.,No. Just went off of what I personally liked.,Memory.,I chose based off of the outcomes of the first phase.,Exp1
ohzUx,32,Novice,0,"Why did we bounce around from one task to another, then never touch back on the second auction task?",Right,4,Male,Yes,"I can't even recall what phase you're referring to. This was such a convoluted study. We went through one auction phase, then another, but never touched back on the second set of photos. I guess, suffice it to say, I had no strategy because I was confused.","No, because it was confusing as all hell. I sure passed the quizes, but with timing constraints and clicking timeouts I just wanted to get done with the study.",I tried to gain as much money as possible.,I chose the one I preferred still unless I could remember that it gained money.,Exp1
owq3i,30,Artist,5,"No, everything was fine. ",Right,4,Female,Yes,No. I just tried to remember which ones were picked. ,I used what I have learned from art classes I've taken in the past and also decided which one I liked best. ,I tried to pick the ones that were chose in the first. ,I just picked the one I liked the best. ,Exp1
p9okw,30,Enthusiast,6,NO,Right,4,Female,Yes,NO,NO,NO,I chose which painting I liked best.,Exp1
pKoz9,31,Enthusiast,0,,Right,4,Female,Yes,,,,,Exp1
pTJME,31,Enthusiast,1,Nah,Right,4,Male,Yes,"Na, just chose what I liked. ",I did not,Nope,Just chose the one I liked. Wasn't able to discern any pattern in the ones where the outcome was provided. ,Exp1
pVzrS,28,Enthusiast,1,,Right,4,Male,Yes,,,,,Exp1
pWT7q,22,Enthusiast,10,No.,Right,4,Male,Yes,"Yeah, I tried to remember which ones were right in the paired ones and predicted the others had no gain.",Nope.,Nope.,By remembering the right ones with gain.,Exp1
pcdhA,31,Artist,3,No.,Right,4,Male,Yes,I tried to think of which images I'd seen similar stylings of in art galleries.,"Again, it came down to what stylings I was more familiar with.",I made a couple adjustments to what I thought was marketable based on the first auction results.,"If I remember choosing the painting that was paired with it, I chose the opposite of the known outcome.",Exp1
pnBM9,28,Artist,9,"No, everything seemed well explained!",Right,4,Other,Yes,"Not really, I just went with what my brain suggested",I picked some based on how old they looked,Not that I recall.,"Gut feelings, honestly.",Exp1
prxQt,24,Novice,1,it was clear,Right,4,Male,Yes,no not any that I knew of,no I did not,no,I went with my heart,Exp1
pxiIK,28,Novice,1,No,Right,4,Male,Yes,Using my memory or if it was paired with a no gain one.,Not really,Not really,Based upon how they looked,Exp1
q3LFW,31,Novice,1,No.,Right,4,Female,Yes,"I was thinking about what would sell better. Usually if I like a painting, its probably too plain or simple and wont sell well. I don't like abstract art but that type of art seems to sell better than the styles I like. ",I was analyzing style and color choices and if the style would be more universal for different types of decor in a home/business.,I tried to remember which painting did well in the first auction and tried to see which of the two choices where more similar to those that sold.,I decided by how I felt about the painting. Just gut feelings.,Exp1
qBGkp,34,Novice,0,Why on earth did I have to keep repeating the same stuff over and over.,Right,4,Male,Yes,no. I just tried to stay awake going through repetitions and repetitions and repetitions.......,no. I just picked what looked better to me.,I did not.,I picked whatever I liked better. I had no strategy. I just went with it.,Exp1
qFoVX,30,Novice,0,None,Right,4,Female,No,"No, just pure recall from what's going to profit me and which one's going to lose me money. ",I picked the ones that I liked better,I picked the ones that I liked better.,I chose the ones that have good looking women or men in them,Exp1
qLKyB,31,Novice,1,No,Right,4,Male,Yes,No,I chose the one that I thought took more effort to paint,No,I took my best guess,Exp1
qiYrA,33,Novice,1,"No, everything was clear and easy to follow. Thank you!",Right,4,Male,Yes,"I figured that the images I saw that I knew were gains were opposite of images that were not. Thus, I tried to choose the paintings based on which ones I was certain were gains, and choose the opposite of the ones I suspected were not gains.","I really just chose the paintings that were more appealing to me. I can only judge art by how much it appeals to me, so I figured I'd go with those choices.","I approached it largely in the same way I approached the first auction - I chose the paintings that were more appealing to me. If I was presented with a new choice that I liked better than the one I chose in the first auction, I changed my preference to the new one.","I tried to judge based on the evidence I had about which paintings were gains that I knew for sure. Then, as the experiment went on, I tried to use the evidence I had about which paintings were gains to single out the ones that were not gains, then choose the opposite when presented with ones I suspected were not gains.",Exp1
qqObf,30,Enthusiast,2,no,Right,4,Male,Yes,No I just relied on my having paid close attention,I thought about which one stuck out in my mind as the highest quality,I remembered all the ratings and tried to maximize my bonus,I just tried to remember if I deliberated between the particular set,Exp1
r9g1Q,27,Novice,1,"I didn't realize the second round would go so fast, I was used to having the 10 seconds to decide which I liked better. Definitely put the pressure on. ",Right,4,Female,Yes,I tried to remember the paintings that paired with the ones that resulted in no gain and chose those ones. ,It was a combination of if I liked it and how expensive or valuable it looked to me. ,I tried to maximize my gains by selecting the ones I knew did well in the first. ,Whichever looked like they would be more valuable or expensive. ,Exp1
rKevs,34,Novice,0,No,Right,4,Female,Yes,"No, I just guessed",No,Use my memory.,Tried to go off previous pairings,Exp1
rQaSY,33,Enthusiast,3,no,Right,4,Male,Yes,no,I choose the one I liked,no,I choose the one I liked the best,Exp1
rSjSE,26,Enthusiast,12,"Nope, I thoroughly understood and enjoyed this survey!",Right,4,Female,Yes,"No, I just worked from my memory of one's with gains!","No, just chose which one I'd be most likely to buy!","Nope, just worked off the one's I liked best.",I just chose which one I think most people would like.,Exp1
ra1LB,35,Novice,2,"No, everything was very, very clear.",Right,4,Male,Yes,"No, I was so mentally exhausted from the entire study that I was just trying to remember any scraps I could.","Its art, its subjective, and this is a study where everything is made up. So, no, there is no real strategy to use. I had to guess and figure it out.",The same thing I just described.,Went with my gut. I did not have any energy left to deliberate with any sort of effort.,Exp1
riqro,21,Novice,0,nope,Right,4,Female,Yes,I just picked what I thought looked the best,Not really,Not really I just picked all the same ones,I just picked randomly,Exp1
rm7zR,32,Enthusiast,1,no,Right,4,Male,Yes,no strategy ,No,No,i just went with my instinct ,Exp1
rxxfw,22,Enthusiast,1,The instructions were very straightforward and easy to understand. ,Right,4,Male,Yes,No strategy really just tried to do the best I possibly could ,I used my best judgement to determine which paintings would be worth more than the others ,No strategy ,If I had seen it in the auction I tried to remember if it was a profit or not. If it was a profit I would choose that painting every time. ,Exp1
sdNUx,32,Enthusiast,2,nope!,Right,4,Male,Yes,"Not really, I though maybe the paintings that had no-gain were paired up with gain paintings in the first part, so I guessed the pairs of the no-gain might have been gain. ","Style, overall popular appeal.",not really,Same from the last response. Maybe gain & no-gain pairs?,Exp1
slorv,29,Novice,0,No,Right,4,Female,Yes,I just went with my gut feeling.,No just picked which one I liked best.,Picked which one I liked best.,I went with my gut feeling.,Exp1
swBiE,23,Novice,2,,Left,4,Male,Yes,,,,,Exp1
t285z,25,Novice,1,No,Right,4,Male,Yes,Whichever painting looked more attractive and generally had eyes showing.,Whichever painting looked more iconic/historical,"Whichever painting matched the characteristics of the sold paintings - good looking, eyes showing","Whichever painting matched the characteristics of sold paintings - good looking, eyes generally showing.",Exp1
t899v,26,Novice,0,No everything was clear and straightforward.,Right,4,Male,Yes,I just went with my gut feeling.,My intuition.,I used my intuition.,Again I just went with my gut.,Exp1
tAjxI,24,Novice,0,Yes. The first part with what to do with the up or down arrows when determining gain or the other option were very unclear. It already displayed the result above? Why click the arrows?,Right,4,Female,Yes,I selected what I thought were most aesthetically pleasing. ,no,I tried to remember ,I estimated,Exp1
tRVDq,29,Novice,1,no,Right,4,Female,Yes,I just went with my instinct about what I thought was good art. ,No I just went with what I thought would sell,I based it off of what sold before,I chose the one that I thought I picked before,Exp1
tlmFP,26,Novice,1,I did think some parts dragged on for far to long mixed with button pressing. But now that it is over this study is probably less about the art itself and more about memory.,Right,4,Male,Yes,When you only have 2.5 seconds to respond I felt like I made more mistakes trying to not run out of time. The longer it went on for the more mistakes I made in selecting which one I would select. ,My strategy was to pick painting that had a unique style that I could see belonging to an artist. Instead of a generic good looking painting.,I double downed and reinforced my previous strategy of looking for a unique style that an artist might have.,"I wasn't sure, some I used my best guess or assumed based off other painting outcomes.",Exp1
tq3CA,34,Enthusiast,1,No,Right,4,Female,Yes,There seemed to be some preference for portraits of females in the auction so I went with those more often.,Preference for bolder colors and more emotional expression since I think that interests people.,Not really,Which were the most similar to the paintings that had been chosen.,Exp1
twMeY,23,Enthusiast,5,No,Right,4,Male,Yes,"No, I did not employ any strategy.",,No,The ones that fell in the same category to the other I chose that had gains were my gain favorites.,Exp1
uBrmb,29,Novice,1,No.,Right,4,Female,Yes,Yes. Black people seemed to trump white people and women seemed to trump men.,No at fist I went with my gut.,"Women above men, blacks above whites. ",Based on the success of similar racial/gender paintings. ,Exp1
uNX9a,31,Novice,0,no,Right,4,Female,Yes,"No, I just tried memorizing to the best of my ability.",I just based it on how much I liked it.,"Again, I chose based on how much I liked the paintings.",I based that on the ones you did show me and how similar they were.,Exp1
uQHfk,29,Novice,2,Not at all.,Right,4,Male,Yes,Not particularly. I just followed my gut essentially.,Not at all. I picked solely on my personal preference.,Same as the first.,"I followed which ones I knew for sure were a no gain/gain and their pair (or counterpart) I could decipher based off of those pairings. Some of them I had no clue since I hadn't used either in the auctions, but I did the best I could with inferencing.",Exp1
uY1lB,28,Novice,1,NO,Right,4,Male,Yes,TRY MY BEST TO REMEBER,BEST GUESS,BEST GUESS,TRIED TO COMPARE TO SIMILAR ONES,Exp1
uYHPS,35,Novice,1,No,Right,4,Female,Yes,"No, I just based my answers off how I felt and what I thought.",No,No\n,Just off of what I thought and which one I would be more apt to hang in my house.,Exp1
ufSkQ,32,Artist,1,no,Right,4,Female,No,no,style ,no,based on the style of  painting ,Exp1
ulTdM,33,Novice,1,No everything seemed straightforward and easy to follow. ,Right,4,Female,Yes,I tried to remember which paintings has gains and which did not. ,I tried to pick the ones I liked and would use in my home or office. I also tried to think about paintings I have seen in other peoples homes and offices.,"Again, I tried to focus on what I have seen and ones i liked. I tried to focus more on the talent of the painters.",I tried to choose ones that I liked but also seemed similar to the paintings that had gains.,Exp1
upb0V,29,Novice,0,,Right,4,Female,Yes,,,,,Exp1
vGcoO,35,Novice,0,no,Right,4,Male,Yes,none,none,none,based off the outcomes of the ones I did know,Exp1
vM4nP,33,Enthusiast,1,no,Right,4,Female,Yes,I used mostly my gut instinct and my memory and tried to draw parallels between the art I knew gained or didn't gain to the new pieces.,I chose which ones I liked best and thought would have more mass appeal,I used memory and comparison to paintings I knew did well,I tried to see if I could draw any parallels to the paintings I did know the outcomes for. And I also used my gut instinct.,Exp1
vO05i,35,Novice,.5,No,Right,4,Female,Yes,Not particularly.,No,No,I based it off my own personal preferences.,Exp1
vRey9,27,Enthusiast,1,No. I think that everything was explicit and cogent.,Right,4,Male,Yes,"I simply tried to base my answers on how similar they were to paintings that I remembered had gained earlier, and in some cases simply chose paintings that I knew had sold for a gain earlier.",Not really--I simply used my best judgement.,Basically the same as the first--I used my best judgement. I also tried to use previous knowledge based on the results of the first auction.,"I basically tried to compare their similarity to paintings that I knew had sold for a gain, and then I tried to make a decision based on that information.",Exp1
vZYj1,33,Novice,1,Nothing ,Right,4,Male,Yes,I just went with my gut on most of it. ,"Which painting held more emotion, in my own mind. ",Which painting held more emotion. ,The one I thought would be most appealing to myself. ,Exp1
vhG8j,35,Novice,1,No,Right,4,Male,Yes,Just used intuition.,Looked at colors and expressions.,Just looked at colors and expressions.,Just went with my gut feeling.,Exp1
vnGG5,28,Enthusiast,2,No,Right,4,Female,Yes,"No, I stuck with my instinct.  If I disliked both pictures equally I went with what seemed more abstract with paint colors.",No,"Stuck with my gut again, had a 50/50 shot.",I stuck with my gut.,Exp1
vw1Wb,29,Novice,0,no,Right,4,Female,Yes,Utilize memory of which ones won the first auction.,no,Most of the paintings were grouped with similar looking ones or ones with the same theme.,"If they won the first auction I chose them again. If it was two paintings I didn't know the outcome of, I chose the best looking one.",Exp1
vwCTr,22,Artist,10,"Not at all, it was very clear thank you!",Right,4,Female,Yes,I tried to remember which painting popped up the most by giving them nicknames or specific identifiers.,"Not really, I just chose whichever I personally liked the best and would spend money on.",I used the same strategy as the first phase.,I just went with my gut and chose whichever I felt like would be worth more.,Exp1
wB5tO,27,Enthusiast,10,no,Right,4,Female,Yes,just tried to remember previous outcomes,mostly just went on my own impressions,not particularly,mostly just went with the one i liked more,Exp1
wN9wt,20,Novice,0,no,Right,4,Female,Yes,I tried to pick the ones I remembered being worth money,I picked the ones I liked the most,Picked the ones I liked the most,I just picked them,Exp1
wpDxu,29,Novice,1,no,Right,4,Female,Yes,no,no,no,,Exp1
wsG9k,23,Novice,1,Nope,Right,4,Female,Yes,"Not really, just preference",Preference,Preference,Preference,Exp1
ww6wH,33,Enthusiast,1,No,Right,4,Male,Yes,Not really,No,"I chose paintings that had good outcomes in the first auction, when possible. I know I made a mistake about three times, choosing the wrong painting in those cases.","I kind of assumed certain paintings had good outcomes even though there wasn't really a basis for this, and I generally stuck with these.",Exp1
x4Vzv,33,Novice,0,No,Right,4,Female,Yes,No,No,No,Tried to remember what they were paired with and whether their pair had a gain or no gain,Exp1
xk1vo,28,Enthusiast,4,"Nope, thank you!",Right,4,Female,Yes,I tried to remember which one was worth more and which one was negative. I tried to remember it by the colors.,I chose the ones with brighter colors and more defined lines.,I just chose the brighter colors and tried to figure out if there was a pattern with clicking.,I chose randomly with those because I had no clue. I just chose which one I liked more.,Exp1
xoV8y,34,Enthusiast,7,No,Right,4,Male,Yes,No,No,No,I just chose which one I thought more aesthetically pleasing. There wasn't much time to choose.,Exp1
xoZVj,27,Artist,50,NO,Right,4,Male,Yes,No,NO,NO,That didn't matter to me. I went based off what I remember made money or didn't and worked that way.,Exp1
xvFij,24,Novice,1,no,Right,4,Female,Yes,"I just went with my gut feeling, what I personally liked the best","just my gut, I knew I didn't love abstract art so i put preference towards paintings that did not seem to be as abstract as the other","what I liked best, and what seemed to go well with the first auction",I just based it off of which one i liked the best,Exp1
y1DzQ,27,Enthusiast,1,"No, it was very clear and straightforward.",Right,4,Female,Yes,I was trying to remember what had a gain that I saw. I also sometimes thought of which picture was opposite what in the beginning to infer if maybe it would make more money instead.,"I was just trying to choose appealing, eye catching, or alluring things that many may find the same.",Nothing different from what I remember.,"I tried to remember if the one was a loss or gain, then used my intuition if I thought the other would be better than that.",Exp1
y9oXF,35,Novice,1,no,Right,4,Female,Yes,I just went with my gut,I just picked the ones that i liked best out of the pairs I was shown,I just picked the picture I thought I liked most.,"I looked at them and tried to decide if I was a potential buyer, would i have been interested in adding those pieces to my collection and i just went with that.",Exp1
yLuce,24,Enthusiast,6,"The instructions were mostly clear. Though, the last trial (the one that asked me to recall which pairs of paintings were intact or reconstructed) was a bit unclear. Even though I answered the quiz correctly, I still think the wording could've been better.",Right,4,Male,Yes,"On some choices, I chose paintings I thought would have a broader appeal - even if I necessarily didn't think they were better.","In the first phase, I mostly selected based on my personal preferences.","In the second auction, my selections were mostly based on my personal preferences; however, I ended up changing a few because there were some paintings that I believed had a higher chance of winning.","Since some of my preferred paintings failed to win the auction, I had to choose what I perceived would have a mass appeal.",Exp1
yztNA,27,Novice,0,no,Right,4,Male,Yes,I just tried to remember what I could,I just used my memory the best I could,I just used my memory the best I could,Which one felt more correct,Exp1
z1yiq,33,Artist,2,"Nope, it was very simple.",Left,4,Female,Yes,I just went with what I remember and my gut.,I chose the painting that drew my attention because of beauty or mystery.,No,"I chose based upon knowing which paintings generated a profit. If they looked similar to the high payout ones, I chose that one.",Exp1
z3PMJ,27,Enthusiast,1,"No, but it was definitely complex.",Left,4,Male,Yes,"I am a visual learner so I tried to remember whether the image was surrounded in a green or a red box, then indicated my choice based on that. I also remember being surprised by both ones I liked that were not a gain and ones I didn't like that were a gain, and that helped them stand out in my mind as well.",I just went by what I liked more and by what little I know about art.,Nothing different from any other stage.,I chose the one that I remembered. I thought I saw some novel ones!,Exp1
z9eri,33,Enthusiast,4,None. they were straighforward,Right,4,Male,Yes,Just full concentration,Just my preference,What i believe i like is what i went for,I chose no gain since i didn't gain from it truly,Exp1
zIyw2,33,Novice,0,Everything was clear,Right,4,Male,Yes,I chose painting I liked more. There was not much thought into why I preferred a painting or why I should enjoy one more.,I had considered what others may want to buy or what may be more desirable in the art community but I quickly realized I have no experience and understanding in that realm. I then resorted to simply choosing painting I preferred.,"I thought for a moment that I should painting I had not chosen prior to maximize my chances of earning but I wasn't sure if that was an accurate approach. I resorted to just choosing my favorite paintings, hoping they would be profitable. ","Again, I simply chose the one I preferred. ",Exp1
zTCj2,33,Novice,0,No I understood all the instructions.,Right,4,Female,Yes,I can't recall using any particular strategy,I just went off what I found appealing. ,I made some decisions based on the previous auction after knowing what the previous auction was. But at times I went with my own preferences as well.,That was difficult. I guess I tried to go based on the outcomes of the other auctions I did know about. And also my gut instinct and just my personal taste.,Exp1
zwAoN,33,Artist,2,no ,Right,4,Female,Yes,"i just tried to memorize them. nothing special, tried to notice any patterns and or obvious differences","i just tried to memorize them. nothing special, tried to notice any patterns and or obvious differences","i just tried to memorize them. nothing special, tried to notice any patterns and or obvious differences",i just picked according to which one I liked best,Exp1
